output_prefix	name	motif_id	cluster	total_tfbs	abnormal_mean_score	abnormal_bound	normal_mean_score	normal_bound	abnormal_normal_change	abnormal_normal_pvalue
KLF6_MA1517.1	KLF6	MA1517.1	C_KLF2	17641	1.13885	9066	1.19476	9540	0.05881	9.12058E-89
LHX5_MA1519.1	LHX5	MA1519.1	C_EMX1	4793	0.50397	620	0.53082	583	-0.02598	4.35648E-38
MAF_MA1520.1	MAF	MA1520.1	C_MAFA	5866	0.76664	1677	0.82643	1771	-0.033	1.86804E-44
MAFA_MA1521.1	MAFA	MA1521.1	C_MAFA	5548	0.861	1881	0.93805	2042	-0.04926	1.86078E-66
MAZ_MA1522.1	MAZ	MA1522.1	C_ZNF148	28133	0.9327	10831	0.98291	11334	0.03898	1.04010E-80
MSANTD3_MA1523.1	MSANTD3	MA1523.1	C_MSANTD3	8832	0.8217	2775	0.87441	2924	-0.01526	3.43205E-26
NFIC_MA1527.1	NFIC	MA1527.1	C_NFIB	7846	0.87356	2768	0.94665	2922	-0.02801	8.67325E-46
NFIX_MA1528.1	NFIX	MA1528.1	C_NFIB	8630	0.8841	3127	0.95792	3318	-0.0282	6.88834E-46
NHLH2_MA1529.1	NHLH2	MA1529.1	C_NHLH2	10596	0.94224	4158	1.00451	4459	0.00316	4.22109E-02
NKX6-3_MA1530.1	NKX6-3	MA1530.1	C_NKX6-3	7261	0.61149	1306	0.646	1257	-0.00579	3.66112E-08
NR1D1_MA1531.1	NR1D1	MA1531.1	C_NR1D1	8698	0.74797	2333	0.79887	2390	-0.02745	2.27052E-44
NR1I2_MA1533.1	NR1I2	MA1533.1	C_NR1I2	5843	0.79941	1797	0.85664	1796	-0.01636	4.17076E-21
NR1I3_MA1534.1	NR1I3	MA1534.1	C_NR1I3	8089	0.63127	1624	0.67316	1665	-0.00977	8.07209E-17
NR2C1_MA1535.1	NR2C1	MA1535.1	C_Nr1H2	8087	0.75777	2218	0.79842	2225	0.00271	2.17229E-01
NR2C2_MA1536.1	NR2C2	MA1536.1	C_Nr1H2	8634	0.73478	2268	0.77522	2303	-0.00855	1.94982E-14
NR2F1_MA1537.1	NR2F1	MA1537.1	C_PPARD	10952	0.79071	3279	0.842	3350	-0.00813	4.81003E-12
NR2F1_MA1538.1	NR2F1	MA1538.1	C_NR2F1	5098	0.76753	1417	0.81571	1485	-0.01021	5.78589E-11
NR2F6_MA1539.1	NR2F6	MA1539.1	C_NR2F1	4622	0.7683	1263	0.81596	1348	-0.01372	5.85835E-14
NR6A1_MA1541.1	NR6A1	MA1541.1	C_NR6A1	9539	0.67053	2127	0.71835	2217	-0.02414	5.50340E-47
OSR1_MA1542.1	OSR1	MA1542.1	C_OSR1	5070	0.76108	1415	0.81164	1432	-0.01466	3.10593E-16
OVOL1_MA1544.1	OVOL1	MA1544.1	C_OVOL1	1634	0.6716	377	0.70819	372	-0.04993	2.24000E-36
OVOL2_MA1545.1	OVOL2	MA1545.1	C_OVOL1	1015	0.84811	336	0.86869	331	0.02987	2.11038E-18
PAX3_MA1546.1	PAX3	MA1546.1	C_PAX3	2841	0.74241	796	0.78677	788	-0.01554	1.75622E-11
PLAGL2_MA1548.1	PLAGL2	MA1548.1	C_PLAGL2	8359	0.83882	2711	0.90029	2831	-0.00845	5.29292E-14
POU6F1_MA1549.1	POU6F1	MA1549.1	C_POU6F2	7323	0.62108	1353	0.65357	1328	-0.01062	1.48364E-13
PPARD_MA1550.1	PPARD	MA1550.1	C_PPARD	11442	0.74243	3064	0.79058	3137	-0.00243	1.66544E-03
RARB_MA1552.1	RARB	MA1552.1	C_RXRG	4220	0.79361	1247	0.84537	1287	-0.01269	5.00259E-13
RARG_MA1553.1	RARG	MA1553.1	C_RXRG	4123	0.76082	1125	0.80638	1133	0.00498	7.46350E-07
RFX7_MA1554.1	RFX7	MA1554.1	C_RFX7	3729	0.84806	1239	0.90602	1291	-0.00172	4.92353E-01
RXRB_MA1555.1	RXRB	MA1555.1	C_RXRG	4563	0.79075	1346	0.84385	1381	-0.01294	8.65672E-10
RXRG_MA1556.1	RXRG	MA1556.1	C_RXRG	5355	0.84114	1699	0.90315	1819	-0.01301	1.21065E-13
SMAD5_MA1557.1	SMAD5	MA1557.1	C_SMAD3	2220	0.73301	575	0.77826	581	-0.01923	1.72402E-14
SNAI1_MA1558.1	SNAI1	MA1558.1	C_TCF3	15194	0.81116	4748	0.86407	4852	-0.00983	6.89058E-20
SNAI3_MA1559.1	SNAI3	MA1559.1	C_TCF3	16364	0.80453	5060	0.86339	5199	-0.02125	8.21156E-46
SOHLH2_MA1560.1	SOHLH2	MA1560.1	C_MYC	2554	0.88308	918	0.92919	968	0.00698	4.38619E-03
SOX12_MA1561.1	SOX12	MA1561.1	C_SOX12	4714	0.67374	1083	0.706	1051	0.00164	1.01372E-02
SOX14_MA1562.1	SOX14	MA1562.1	C_SOX14	5402	0.68657	1224	0.70567	1169	0.03395	3.16726E-43
SP9_MA1564.1	SP9	MA1564.1	C_SP3	26159	1.20804	14565	1.25503	15101	0.09077	9.67145E-113
TBX18_MA1565.1	TBX18	MA1565.1	C_TBX3	12962	0.7173	3277	0.76281	3207	-0.01504	1.28091E-31
TCF21_MA1568.1	TCF21	MA1568.1	C_TCF21	3044	0.69201	711	0.76601	763	-0.0684	4.22961E-68
TFAP2E_MA1569.1	TFAP2E	MA1569.1	C_TFAP2C	10079	0.9494	4023	1.00064	4215	0.03415	1.92534E-60
TFAP4_MA1570.1	TFAP4	MA1570.1	C_TFAP4	3498	0.6367	739	0.67264	699	-0.01664	2.92322E-17
TGIF2LX_MA1571.1	TGIF2LX	MA1571.1	C_PKNOX2	4503	0.75596	1236	0.80403	1244	-0.011	3.30480E-14
TGIF2LY_MA1572.1	TGIF2LY	MA1572.1	C_PKNOX2	4415	0.75025	1211	0.79559	1211	-0.00975	2.20960E-05
THRB_MA1574.1	THRB	MA1574.1	C_PPARD	10610	0.79125	3183	0.83993	3234	-0.00193	1.88710E-01
THRB_MA1575.1	THRB	MA1575.1	C_THRB	4895	0.84198	1577	0.87981	1573	0.03695	4.81526E-49
THRB_MA1576.1	THRB	MA1576.1	C_THRB	9065	0.78038	2609	0.83422	2636	-0.00909	1.65460E-12
TLX2_MA1577.1	TLX2	MA1577.1	C_EMX1	5226	0.54545	801	0.57584	766	-0.01127	1.44656E-12
VEZF1_MA1578.1	VEZF1	MA1578.1	C_VEZF1	5445	0.77089	1528	0.79822	1515	0.04195	9.20901E-50
ZBTB26_MA1579.1	ZBTB26	MA1579.1	C_ZBTB26	14768	0.66618	3258	0.71879	3356	-0.02774	1.52772E-54
ZBTB32_MA1580.1	ZBTB32	MA1580.1	C_ZBTB32	6788	0.74021	1415	0.81496	1449	-0.02996	1.48203E-39
ZBTB6_MA1581.1	ZBTB6	MA1581.1	C_ZBTB6	15257	0.80224	4577	0.87301	4918	-0.03431	1.26527E-65
ZFP57_MA1583.1	ZFP57	MA1583.1	C_ZFP57	2901	1.01429	1294	1.08229	1346	0.02286	1.39328E-27
ZIC5_MA1584.1	ZIC5	MA1584.1	C_ZIC5	9449	0.97611	3873	1.04577	4049	0.00842	5.54853E-12
ZKSCAN1_MA1585.1	ZKSCAN1	MA1585.1	C_ZKSCAN1	5469	0.72836	1391	0.78331	1445	-0.03045	1.70788E-38
ZNF135_MA1587.1	ZNF135	MA1587.1	C_ZNF460	26508	0.70314	6009	0.749	6151	-0.02142	2.59145E-60
ZNF136_MA1588.1	ZNF136	MA1588.1	C_ZNF136	10731	0.55808	1638	0.59869	1618	-0.02143	2.84892E-38
ZNF140_MA1589.1	ZNF140	MA1589.1	C_ZNF140	11409	0.76823	2860	0.8181	3006	-0.00875	1.38509E-13
ZNF274_MA1592.1	ZNF274	MA1592.1	C_ZNF274	7902	0.69593	1906	0.74444	1907	-0.0218	3.12310E-33
ZNF317_MA1593.1	ZNF317	MA1593.1	C_ZNF317	14261	0.66569	3199	0.72228	3304	-0.05143	8.99229E-84
ZNF382_MA1594.1	ZNF382	MA1594.1	C_ZNF382	8264	0.66035	1846	0.69697	1814	-0.00707	5.06648E-11
ZNF460_MA1596.1	ZNF460	MA1596.1	C_ZNF460	42842	0.8725	14765	0.92486	15544	0.00967	1.72592E-35
ZNF528_MA1597.1	ZNF528	MA1597.1	C_ZNF528	13794	0.7438	3702	0.78887	3736	-0.00473	4.86482E-06
ZNF682_MA1599.1	ZNF682	MA1599.1	C_ZNF682	14537	0.94589	5686	1.0082	5904	0.01052	1.63606E-25
ZNF684_MA1600.1	ZNF684	MA1600.1	C_ZNF684	11408	0.82462	3422	0.8788	3505	0.00219	7.11264E-02
ZSCAN29_MA1602.1	ZSCAN29	MA1602.1	C_ZSCAN29	3374	0.80746	1032	0.87719	1085	-0.0305	5.75233E-35
Dmrt1_MA1603.1	Dmrt1	MA1603.1	C_Dmrt1	9508	0.56263	1474	0.59857	1376	-0.00755	3.91679E-14
Ebf2_MA1604.1	Ebf2	MA1604.1	C_EBF3	12939	0.80904	3918	0.85538	3994	0.00446	5.29241E-08
Foxf1_MA1606.1	Foxf1	MA1606.1	C_Foxj3	16984	0.63456	3482	0.66757	3492	0.01253	2.20468E-30
Foxl2_MA1607.1	Foxl2	MA1607.1	C_Foxj3	23267	0.58174	4082	0.61086	3964	0.00818	4.05678E-18
Isl1_MA1608.1	Isl1	MA1608.1	C_Isl1	5284	0.71111	1133	0.77254	1164	-0.02578	5.76751E-40
Plagl1_MA1615.1	Plagl1	MA1615.1	C_Plagl1	18574	0.90595	6830	0.96888	7172	-0.00101	3.24296E-01
Prdm15_MA1616.1	Prdm15	MA1616.1	C_Prdm15	14976	0.68354	3457	0.73243	3552	-0.02025	1.68067E-43
Ptf1a_MA1618.1	Ptf1a	MA1618.1	C_Neurod2	10184	0.65083	2160	0.69663	2174	-0.03908	8.30860E-68
Ptf1A_MA1619.1	Ptf1A	MA1619.1	C_MYOD1	8211	0.8078	2510	0.86297	2595	-0.03	3.12816E-52
Ptf1A_MA1620.1	Ptf1A	MA1620.1	C_Rbpjl	13744	0.79484	4160	0.85114	4181	-0.02037	2.24458E-43
Rbpjl_MA1621.1	Rbpjl	MA1621.1	C_Rbpjl	14402	0.79362	4337	0.84633	4367	-0.01222	7.83247E-28
Stat2_MA1623.1	Stat2	MA1623.1	C_Stat2	44767	0.52319	6174	0.55349	6026	0.00078	6.00490E-02
Stat5a_MA1624.1	Stat5a	MA1624.1	C_Stat5a	15517	0.65718	3362	0.69855	3301	0.00308	1.40676E-06
Stat5b_MA1625.1	Stat5b	MA1625.1	C_Stat5b	18265	0.67278	4104	0.71116	4045	0.00794	1.16296E-19
Wt1_MA1627.1	Wt1	MA1627.1	C_Wt1	30154	0.94336	11914	0.99148	12401	0.04051	2.92924E-80
Zic1Zic2_MA1628.1	Zic1::Zic2	MA1628.1	C_Zic2	18991	0.87325	6668	0.9485	7146	-0.03113	6.87952E-70
Zic2_MA1629.1	Zic2	MA1629.1	C_Zic2	19477	0.8512	6477	0.92337	6927	-0.0366	1.57603E-74
ASCL1_MA1100.2	ASCL1	MA1100.2	C_Ascl2	11939	0.86341	4119	0.92712	4358	-0.02266	4.66958E-40
ATF3_MA0605.2	ATF3	MA0605.2	C_FOSL2::JUNB	3209	1.09978	1503	1.16271	1567	0.02632	1.26532E-24
BATFJUN_MA0462.2	BATF::JUN	MA0462.2	C_FOSL1	14082	0.97935	5871	1.00288	5914	0.07698	1.89721E-95
BCL6_MA0463.2	BCL6	MA0463.2	C_BCL6	8549	0.66418	1859	0.70891	1855	-0.01073	1.45308E-19
E2F2_MA0864.2	E2F2	MA0864.2	C_E2F4	1951	0.88743	721	0.97739	806	-0.06582	7.51476E-53
E2F3_MA0469.3	E2F3	MA0469.3	C_E2F3	1234	0.70411	311	0.75828	320	-0.02869	5.19844E-15
E2F4_MA0470.2	E2F4	MA0470.2	C_E2F4	1891	0.89738	698	0.98466	769	-0.04281	3.38969E-35
EMX1_MA0612.2	EMX1	MA0612.2	C_EMX1	3349	0.51847	448	0.54712	438	-0.01797	2.41687E-17
GATA5_MA0766.2	GATA5	MA0766.2	C_GATA6	7441	0.67759	1728	0.73077	1771	-0.0257	2.73745E-43
GFI1_MA0038.2	GFI1	MA0038.2	C_GFI1	10229	0.74115	2358	0.78353	2398	-0.01581	1.84561E-33
GSX2_MA0893.2	GSX2	MA0893.2	C_HOXD3	5671	0.60469	1063	0.63627	1042	-0.00435	3.10537E-05
HES1_MA1099.2	HES1	MA1099.2	C_HEY2	5040	1.11133	2478	1.17504	2585	0.04366	4.30278E-55
HES2_MA0616.2	HES2	MA0616.2	C_HEY2	3527	1.04113	1551	1.08815	1600	0.03887	1.35942E-36
HOXA2_MA0900.2	HOXA2	MA0900.2	C_EMX1	4704	0.53378	680	0.56581	658	-0.02418	2.30190E-27
HOXA5_MA0158.2	HOXA5	MA0158.2	C_HOXC8	3451	0.60471	641	0.64586	638	-0.02243	3.55111E-27
HOXA9_MA0594.2	HOXA9	MA0594.2	C_HOXC10	1677	0.70238	419	0.72312	404	0.05856	7.54053E-40
HOXB2_MA0902.2	HOXB2	MA0902.2	C_HOXC8	3374	0.60879	636	0.64812	621	-0.01913	1.77719E-17
HOXB5_MA0904.2	HOXB5	MA0904.2	C_DLX6	3000	0.55141	470	0.58933	461	-0.03923	6.25694E-42
HOXC9_MA0485.2	HOXC9	MA0485.2	C_HOXC10	4819	0.63623	987	0.66101	937	0.0245	3.91318E-30
HOXD3_MA0912.2	HOXD3	MA0912.2	C_HOXD3	5031	0.57843	856	0.61061	835	-0.01234	1.96844E-18
HOXD8_MA0910.2	HOXD8	MA0910.2	C_HOXC8	4692	0.63092	943	0.66305	925	0.01028	3.59060E-09
HOXD9_MA0913.2	HOXD9	MA0913.2	C_HOXA10	12439	0.57684	1861	0.592	1767	0.01252	1.45323E-24
JUNB_MA1140.2	JUNB	MA1140.2	C_FOSL2::JUNB	3203	1.09123	1492	1.15228	1541	0.03254	3.33207E-37
LHX9_MA0701.2	LHX9	MA0701.2	C_EMX1	5470	0.55167	846	0.58668	819	-0.02531	8.70883E-35
LMX1A_MA0702.2	LMX1A	MA0702.2	C_EMX1	5805	0.49065	706	0.51774	682	-0.01805	2.41534E-21
LMX1B_MA0703.2	LMX1B	MA0703.2	C_EMX1	7585	0.47296	842	0.49648	807	-0.00966	2.47440E-13
NEUROG1_MA0623.2	NEUROG1	MA0623.2	C_Atoh1	2695	0.59683	502	0.65386	495	-0.0782	2.78130E-63
NRL_MA0842.2	NRL	MA0842.2	C_MAFF	7486	0.66325	1599	0.71412	1664	-0.02627	4.67586E-38
PITX1_MA0682.2	PITX1	MA0682.2	C_OTX2	6187	0.63375	1181	0.67358	1188	-0.02216	4.89348E-33
PRRX2_MA0075.3	PRRX2	MA0075.3	C_EMX1	4995	0.53929	737	0.5718	706	-0.02345	3.19073E-29
SOX4_MA0867.2	SOX4	MA0867.2	C_SOX4	17785	0.67072	3962	0.7007	3803	0.02339	1.96576E-51
SOX8_MA0868.2	SOX8	MA0868.2	C_SOX15	10936	0.63911	2299	0.66343	2120	0.02302	5.20249E-39
SP3_MA0746.2	SP3	MA0746.2	C_SP3	27216	1.19788	15039	1.24773	15573	0.08166	6.72604E-111
TCFL5_MA0632.2	TCFL5	MA0632.2	C_TCFL5	6618	1.1798	3561	1.24234	3759	0.06621	1.91420E-78
TFEC_MA0871.2	TFEC	MA0871.2	C_ARNT2	4880	1.02087	2132	1.08482	2231	0.00252	6.19108E-01
ZNF740_MA0753.2	ZNF740	MA0753.2	C_ZNF740	16301	0.89056	5856	0.93271	6012	0.04384	7.80088E-73
Nkx3-2_MA0122.3	Nkx3-2	MA0122.3	C_Nkx3-2	8922	0.57038	1510	0.59841	1380	-0.00915	6.52958E-19
DMRTA1_MA1707.1	DMRTA1	MA1707.1	C_DMRTA1	8061	0.5352	1175	0.56678	1128	-0.01105	2.28474E-11
ETV7_MA1708.1	ETV7	MA1708.1	C_EHF	13688	0.97464	5658	1.02727	5865	0.01467	6.72355E-30
ZIM3_MA1709.1	ZIM3	MA1709.1	C_ZIM3	26554	0.55034	4022	0.58386	3945	-0.00682	2.82590E-16
ZNF257_MA1710.1	ZNF257	MA1710.1	C_ZNF257	30747	0.83728	9725	0.88562	10036	-0.00068	1.74520E-01
ZNF343_MA1711.1	ZNF343	MA1711.1	C_ZNF343	9491	0.95321	3765	1.00745	3959	0.02766	5.10329E-50
ZNF454_MA1712.1	ZNF454	MA1712.1	C_ZNF454	22961	0.96552	9441	1.03117	9935	0.01753	3.07291E-45
ZNF610_MA1713.1	ZNF610	MA1713.1	C_ZNF610	22799	1.09528	11323	1.16542	12158	0.05681	3.09258E-95
ZNF675_MA1714.1	ZNF675	MA1714.1	C_ZNF675	14513	0.63869	2973	0.67876	2908	-0.0125	2.21994E-27
ZNF707_MA1715.1	ZNF707	MA1715.1	C_ZNF707	14400	0.82858	4576	0.88311	4735	-0.01121	9.38187E-26
ZNF76_MA1716.1	ZNF76	MA1716.1	C_ZNF76	10799	0.9845	4227	1.04038	4284	0.01459	3.26878E-28
ZNF784_MA1717.1	ZNF784	MA1717.1	C_ZNF784	3714	0.7732	1052	0.83528	1094	-0.02729	3.66377E-30
ZNF8_MA1718.1	ZNF8	MA1718.1	C_ZNF8	8025	0.52615	1125	0.56533	1080	-0.04826	9.19402E-64
ZNF816_MA1719.1	ZNF816	MA1719.1	C_ZNF816	13472	0.80937	4088	0.86739	4218	-0.00604	3.39420E-09
ZNF85_MA1720.1	ZNF85	MA1720.1	C_ZNF85	12046	0.63335	2370	0.67761	2385	-0.00862	8.90751E-16
ZNF93_MA1721.1	ZNF93	MA1721.1	C_ZNF93	22981	1.00855	10255	1.07844	11080	0.02156	4.37924E-51
ZSCAN31_MA1722.1	ZSCAN31	MA1722.1	C_ZSCAN31	7022	0.76495	1959	0.82935	2068	-0.04007	1.63687E-54
PRDM9_MA1723.1	PRDM9	MA1723.1	C_PRDM9	46862	0.82802	14986	0.87411	15394	0.01059	4.08359E-42
Rfx6_MA1724.1	Rfx6	MA1724.1	C_Rfx6	7977	0.8166	2486	0.86995	2534	-0.02056	1.21865E-27
ASCL1_MA1631.1	ASCL1	MA1631.1	C_TCF3	19148	0.87838	6760	0.93778	7112	-0.00639	4.12352E-15
ATF2_MA1632.1	ATF2	MA1632.1	C_FOSL2::JUNB	9039	0.79613	2628	0.83847	2651	0.00752	1.39855E-15
BATF_MA1634.1	BATF	MA1634.1	C_FOSL1	14064	0.97664	5845	1.00064	5892	0.07446	8.22370E-98
BHLHE22_MA1635.1	BHLHE22	MA1635.1	C_Ascl2	12560	0.87253	4347	0.937	4646	-0.01989	4.59871E-38
CEBPG_MA1636.1	CEBPG	MA1636.1	C_CEBPG	10969	0.59329	1994	0.63066	1917	-0.01811	9.76850E-32
EBF3_MA1637.1	EBF3	MA1637.1	C_EBF3	12830	0.81596	4001	0.86562	4109	0.00601	1.12921E-09
HAND2_MA1638.1	HAND2	MA1638.1	C_Neurod2	10149	0.67922	2330	0.7317	2391	-0.03925	8.47266E-57
MEIS1_MA1639.1	MEIS1	MA1639.1	C_MEIS2	9592	0.6114	1752	0.63208	1625	0.02028	2.92669E-38
MEIS2_MA1640.1	MEIS2	MA1640.1	C_MEIS2	14505	0.55574	2097	0.57439	1933	-0.0018	3.49221E-04
MYF5_MA1641.1	MYF5	MA1641.1	C_MYOD1	8147	0.81281	2521	0.86907	2616	-0.03024	5.02901E-48
NEUROG2_MA1642.1	NEUROG2	MA1642.1	C_Neurod2	10385	0.6907	2442	0.74251	2504	-0.04079	2.01205E-67
NFIB_MA1643.1	NFIB	MA1643.1	C_NFIB	12387	0.82913	4003	0.89567	4200	-0.03188	1.60608E-59
NFYC_MA1644.1	NFYC	MA1644.1	C_NFYA	8783	1.19833	4112	1.28324	4210	0.01327	4.05230E-20
NKX2-2_MA1645.1	NKX2-2	MA1645.1	C_NKX2-2	9800	0.73185	2434	0.78409	2484	-0.02464	4.19244E-44
OSR2_MA1646.1	OSR2	MA1646.1	C_OSR2	15087	0.74036	4001	0.79526	4114	-0.01407	9.32995E-23
TCF12_MA1648.1	TCF12	MA1648.1	C_TCF3	17786	0.93022	6883	0.99432	7269	0.00079	1.35740E-01
ZBTB12_MA1649.1	ZBTB12	MA1649.1	C_ZBTB12	9151	0.73238	2337	0.79119	2487	-0.0354	6.01520E-58
ZBTB14_MA1650.1	ZBTB14	MA1650.1	C_ZBTB14	12080	1.16479	6443	1.22121	6868	0.07404	9.66069E-90
ZFP42_MA1651.1	ZFP42	MA1651.1	C_ZFP42	9897	0.81432	3132	0.85879	3260	0.00513	9.53629E-06
ZKSCAN5_MA1652.1	ZKSCAN5	MA1652.1	C_ZKSCAN5	27083	0.81726	8509	0.86349	8735	0.00405	5.93611E-14
ZNF148_MA1653.1	ZNF148	MA1653.1	C_ZNF148	44663	1.01921	19743	1.06363	20576	0.06303	1.04310E-111
ZNF16_MA1654.1	ZNF16	MA1654.1	C_ZNF16	14199	0.78441	4077	0.83919	4208	-0.01635	1.79180E-33
ZNF341_MA1655.1	ZNF341	MA1655.1	C_ZNF341	10707	0.79663	3248	0.85825	3361	-0.02441	2.87051E-40
ZNF449_MA1656.1	ZNF449	MA1656.1	C_ZNF449	12853	0.88073	4552	0.94508	4783	-0.0151	2.54530E-29
ZNF652_MA1657.1	ZNF652	MA1657.1	C_ZNF652	10863	0.57922	1839	0.6177	1794	-0.01411	2.96610E-28
FOXA3_MA1683.1	FOXA3	MA1683.1	C_Foxj3	16587	0.64911	3584	0.68418	3605	0.00664	7.96723E-14
ZNF189_MA1725.1	ZNF189	MA1725.1	C_ZNF189	16247	0.76256	4434	0.81111	4414	-0.0041	1.55759E-04
ZNF331_MA1726.1	ZNF331	MA1726.1	C_ZNF331	16308	0.85688	5509	0.9235	5852	-0.02489	9.62429E-54
ZNF417_MA1727.1	ZNF417	MA1727.1	C_ZNF417	5931	1.00751	2618	1.10287	2872	-0.0193	6.83275E-25
ZNF549_MA1728.1	ZNF549	MA1728.1	C_ZNF549	18730	0.87319	6489	0.94602	6905	-0.02005	1.84409E-44
ZNF680_MA1729.1	ZNF680	MA1729.1	C_ZNF680	20184	0.56978	3350	0.5953	3174	0.01326	3.94532E-36
ZNF708_MA1730.1	ZNF708	MA1730.1	C_ZNF708	13207	0.86773	4521	0.92816	4784	-0.00688	5.01075E-13
ZNF768_MA1731.1	ZNF768	MA1731.1	C_ZNF768	21434	0.77802	6132	0.84019	6427	-0.03467	7.54419E-78
ATF4_MA0833.2	ATF4	MA0833.2	C_CEBPG	9777	0.61809	1928	0.65591	1898	-0.0193	2.85096E-34
BATF3_MA0835.2	BATF3	MA0835.2	C_FOSL1	14767	0.94331	5855	0.96668	5882	0.07003	3.35678E-94
CDX2_MA0465.2	CDX2	MA0465.2	C_HOXA10	18013	0.54791	2492	0.5653	2324	0.00528	7.17874E-13
CEBPA_MA0102.4	CEBPA	MA0102.4	C_CEBPA	10380	0.56296	1659	0.59738	1631	-0.01198	2.37818E-22
CEBPD_MA0836.2	CEBPD	MA0836.2	C_CEBPA	9050	0.5973	1665	0.63689	1637	-0.01692	9.78203E-32
CREB1_MA0018.4	CREB1	MA0018.4	C_FOSL2::JUNB	9588	0.78561	2697	0.82773	2755	0.00213	2.27133E-02
CTCFL_MA1102.2	CTCFL	MA1102.2	C_CTCFL	20304	1.04643	9138	1.14684	10086	-0.0092	4.55870E-24
E2F6_MA0471.2	E2F6	MA0471.2	C_E2F6	25384	0.99539	10814	1.03859	11242	0.05269	1.70456E-93
EBF1_MA0154.4	EBF1	MA0154.4	C_EBF1	14343	0.79438	4256	0.84321	4376	-0.0046	8.28600E-10
EGR1_MA0162.4	EGR1	MA0162.4	C_EGR1	20742	1.07128	9902	1.11988	10336	0.06486	7.35477E-95
EHF_MA0598.3	EHF	MA0598.3	C_EHF	25964	0.80064	8081	0.84812	8269	0.0022	4.16713E-03
ELF1_MA0473.3	ELF1	MA0473.3	C_EHF	24612	0.85286	8416	0.90935	8680	-0.01065	2.62936E-27
ELF3_MA0640.2	ELF3	MA0640.2	C_EHF	28162	0.813	8893	0.86415	9171	-0.00438	2.42178E-11
ESRRA_MA0592.3	ESRRA	MA0592.3	C_Esrrg	10434	0.69954	2487	0.75703	2620	-0.03725	4.63900E-64
ETV1_MA0761.2	ETV1	MA0761.2	C_EHF	24170	0.83409	8011	0.88832	8237	-0.00896	4.20773E-27
FOSL1_MA0477.2	FOSL1	MA0477.2	C_FOSL1	12967	1.01649	5742	1.03592	5756	0.08678	1.90567E-99
FOXA1_MA0148.4	FOXA1	MA0148.4	C_Foxj3	17688	0.61759	3513	0.65066	3469	0.00266	3.37420E-03
FOXA2_MA0047.3	FOXA2	MA0047.3	C_Foxj3	16555	0.64701	3541	0.6842	3611	0.00192	2.67822E-03
FOXK2_MA1103.2	FOXK2	MA1103.2	C_Foxj3	16003	0.64886	3423	0.68283	3451	0.00898	1.25305E-15
FOXP1_MA0481.3	FOXP1	MA0481.3	C_Foxj3	17720	0.63425	3655	0.66943	3672	0.00387	1.28432E-04
GABPA_MA0062.3	GABPA	MA0062.3	C_EHF	23616	0.8417	7913	0.89654	8128	-0.00346	2.18704E-07
GATA1_MA0035.4	GATA1	MA0035.4	C_GATA1	8529	0.67579	1614	0.69824	1637	-0.01089	4.03741E-16
GATA4_MA0482.2	GATA4	MA0482.2	C_GATA6	14348	0.59848	2603	0.6428	2660	-0.01785	3.34618E-38
GATA6_MA1104.2	GATA6	MA1104.2	C_GATA6	13444	0.56395	2199	0.59947	2143	-0.00337	3.07735E-05
GRHL2_MA1105.2	GRHL2	MA1105.2	C_GRHL2	11207	0.65245	2422	0.7006	2430	-0.02225	8.68089E-40
HLF_MA0043.3	HLF	MA0043.3	C_NFIL3	7778	0.59487	1419	0.63688	1436	-0.01526	1.30230E-22
HNF4A_MA0114.4	HNF4A	MA0114.4	C_HNF4A	12954	0.70858	3122	0.76501	3264	-0.01111	4.18657E-19
HNF4G_MA0484.2	HNF4G	MA0484.2	C_HNF4A	12902	0.7108	3128	0.76885	3271	-0.0143	2.66463E-29
HOXB13_MA0901.2	HOXB13	MA0901.2	C_HOXB13	26954	0.49043	2879	0.50975	2711	0.01353	5.32685E-42
JUNB_MA0490.2	JUNB	MA0490.2	C_FOSL1	12776	0.96042	5237	0.97866	5218	0.08099	1.68263E-98
JUND_MA0491.2	JUND	MA0491.2	C_FOSL1	12140	0.99162	5181	1.00842	5198	0.08915	5.87207E-103
KLF4_MA0039.4	KLF4	MA0039.4	C_PATZ1	42329	1.03983	19209	1.08887	20009	0.05098	6.33700E-106
KLF9_MA1107.2	KLF9	MA1107.2	C_KLF9	28540	0.98249	11669	1.02581	11987	0.0287	1.54290E-67
LHX2_MA0700.2	LHX2	MA0700.2	C_Dlx3	7290	0.54035	1055	0.56353	1001	0.00673	1.18544E-16
MAFF_MA0495.3	MAFF	MA0495.3	C_MAFF	13276	0.59297	2323	0.63366	2306	-0.03388	7.03643E-63
MAFK_MA0496.3	MAFK	MA0496.3	C_MAFK	15915	0.85744	5324	0.902	5506	0.01092	3.19794E-27
MEF2A_MA0052.4	MEF2A	MA0052.4	C_MEF2A	31549	0.44458	2817	0.46367	2397	0.01448	7.12431E-43
MITF_MA0620.3	MITF	MA0620.3	C_USF1	3759	0.91008	1385	0.95491	1384	0.03309	1.76813E-38
MXI1_MA1108.2	MXI1	MA1108.2	C_MXI1	8263	0.66386	1826	0.71744	1865	-0.05172	1.94642E-67
MYOD1_MA0499.2	MYOD1	MA0499.2	C_MYOD1	14930	0.80811	4635	0.85966	4712	-0.01402	2.87249E-32
MYOG_MA0500.2	MYOG	MA0500.2	C_Ascl2	9782	0.84225	3211	0.9062	3431	-0.02537	2.29553E-43
